dealer_pct_change,average_player_pct_change,rounds_played,players,half_pay_on
40.650000,-10.162500,30000,4,0
224.150000,-56.037500,30000,4,4
41.000000,-8.200000,30000,5,10
104.250000,-104.250000,40000,1,6
58.950000,-58.950000,40000,1,2
462.000000,-115.500000,30000,4,7
609.700000,-121.940000,30000,5,8
537.750000,-134.437500,30000,4,9
447.400000,-111.850000,30000,4,8
9.200000,-2.300000,30000,4,10
383.100000,-76.620000,30000,5,5
77.800000,-38.900000,40000,2,1
17.150000,-8.575000,40000,2,-1
-0.800000,0.400000,40000,2,10
206.400000,-41.280000,30000,5,3
551.950000,-78.850000,30000,7,6
-0.500000,0.500000,50000,1,10
374.300000,-187.150000,40000,2,9
684.600000,-114.100000,30000,6,8
635.400000,-105.900000,30000,6,7
87.000000,-14.500000,30000,6,10
15.950000,-5.316667,40000,3,-1
79.000000,-19.750000,30000,4,-1
31.050000,-6.210000,30000,5,1
270.000000,-67.500000,30000,4,5
777.450000,-111.064286,30000,7,7
-63.200000,9.028571,30000,7,10
41.950000,-8.390000,30000,5,-1
504.350000,-84.058333,30000,6,5
262.450000,-131.225000,40000,2,5
59.000000,-11.800000,30000,5,0
-65.300000,21.766667,40000,3,10
239.450000,-34.207143,30000,7,3
145.800000,-48.600000,40000,3,3
113.600000,-113.600000,50000,1,4
72.800000,-72.800000,50000,1,3
11.250000,-3.750000,40000,3,0
505.400000,-168.466667,40000,3,9
346.550000,-57.758333,30000,6,3
277.000000,-55.400000,30000,5,4
855.450000,-122.207143,30000,7,9
609.650000,-87.092857,30000,7,5
261.500000,-130.750000,40000,2,7
790.550000,-112.935714,30000,7,8
71.950000,-35.975000,40000,2,0
204.700000,-204.700000,50000,1,8
209.300000,-29.900000,30000,7,2
27.300000,-9.100000,40000,3,1
240.100000,-80.033333,40000,3,4
322.850000,-46.121429,30000,7,4
144.400000,-20.628571,30000,7,1
678.650000,-113.108333,30000,6,6
128.650000,-21.441667,30000,6,-1
464.900000,-154.966667,40000,3,8
107.650000,-17.941667,30000,6,0
153.550000,-25.591667,30000,6,1
419.000000,-139.666667,40000,3,7
33.200000,-33.200000,50000,1,0
116.050000,-116.050000,50000,1,5
33.500000,-33.500000,50000,1,1
159.400000,-79.700000,40000,2,3
190.450000,-190.450000,50000,1,7
37.700000,-5.385714,30000,7,0
44.000000,-44.000000,50000,1,-1
239.800000,-59.950000,30000,4,3
350.700000,-116.900000,40000,3,5
195.150000,-97.575000,40000,2,4
154.550000,-154.550000,50000,1,6
1036.100000,-207.220000,40000,5,9
92.400000,-13.200000,30000,7,-1
121.750000,-40.583333,40000,3,2
801.900000,-160.380000,40000,5,7
115.250000,-57.625000,50000,2,2
219.250000,-219.250000,50000,1,9
219.050000,-109.525000,40000,2,6
361.300000,-120.433333,40000,3,6
417.400000,-208.700000,50000,2,8
480.850000,-120.212500,40000,4,6
573.950000,-114.790000,40000,5,6
63.750000,-63.750000,50000,1,2
463.300000,-231.650000,50000,2,9
111.850000,-27.962500,40000,4,2
62.700000,-12.540000,40000,5,10
98.950000,-98.950000,60000,1,3
146.150000,-36.537500,40000,4,1
-1.500000,1.500000,60000,1,10
72.050000,-36.025000,50000,2,1
607.000000,-151.750000,40000,4,7
976.100000,-162.683333,40000,6,9
24.750000,-6.187500,40000,4,0
247.250000,-49.450000,40000,5,2
27.850000,-13.925000,50000,2,-1
139.350000,-139.350000,60000,1,4
252.450000,-63.112500,40000,4,4
449.700000,-89.940000,40000,5,5
668.600000,-167.150000,40000,4,9
500.600000,-83.433333,40000,6,4
901.150000,-150.191667,40000,6,8
731.450000,-146.290000,40000,5,8
193.000000,-64.333333,50000,3,3
23.300000,-11.650000,50000,2,10
689.250000,-114.875000,40000,6,5
14.200000,-3.550000,40000,4,10
318.400000,-63.680000,40000,5,3
595.750000,-148.937500,40000,4,8
142.800000,-35.700000,40000,4,-1
-47.800000,15.933333,50000,3,10
64.650000,-12.930000,40000,5,1
37.750000,-37.750000,60000,1,0
774.300000,-110.614286,40000,7,6
40.250000,-13.416667,50000,3,-1
245.800000,-245.800000,60000,1,8
119.950000,-19.991667,40000,6,2
15.850000,-5.283333,50000,3,0
911.700000,-151.950000,40000,6,7
70.500000,-11.750000,40000,6,10
319.850000,-159.925000,50000,2,5
336.550000,-84.137500,40000,4,5
323.300000,-161.650000,50000,2,7
186.800000,-31.133333,40000,6,1
289.000000,-96.333333,50000,3,4
73.950000,-24.650000,50000,3,1
108.900000,-21.780000,40000,5,0
187.900000,-93.950000,50000,2,3
140.150000,-140.150000,60000,1,5
640.300000,-213.433333,50000,3,9
50.350000,-50.350000,60000,1,1
616.450000,-205.483333,50000,3,8
209.900000,-209.900000,60000,1,7
180.400000,-180.400000,60000,1,6
479.150000,-79.858333,40000,6,3
84.550000,-42.275000,50000,2,0
61.450000,-61.450000,60000,1,-1
372.250000,-74.450000,40000,5,4
322.850000,-46.121429,40000,7,3
394.550000,-131.516667,50000,3,5
36.300000,-7.260000,40000,5,-1
983.200000,-140.457143,40000,7,7
161.450000,-53.816667,50000,3,2
834.500000,-119.214286,40000,7,5
204.450000,-34.075000,40000,6,0
157.650000,-78.825000,60000,2,2
955.800000,-191.160000,50000,5,7
283.650000,-40.521429,40000,7,2
518.850000,-74.121429,40000,7,4
541.950000,-180.650000,50000,3,7
72.350000,-72.350000,60000,1,2
270.700000,-270.700000,60000,1,9
1214.400000,-173.485714,40000,7,9
1125.950000,-160.850000,40000,7,8
1302.950000,-260.590000,50000,5,9
139.250000,-139.250000,70000,1,3
128.650000,-21.441667,40000,6,-1
235.700000,-117.850000,50000,2,4
298.250000,-74.562500,40000,4,3
69.600000,-34.800000,60000,2,1
450.650000,-150.216667,50000,3,6
523.250000,-261.625000,60000,2,8
-146.600000,20.942857,40000,7,10
21.700000,-3.100000,40000,7,0
