dealer_pct_change,average_player_pct_change,rounds_played,players,half_pay_on
569.150000,-189.716667,70000,3,5
-4.100000,4.100000,80000,1,1
345.150000,-86.287500,60000,4,3
217.600000,-43.520000,60000,5,0
124.300000,-24.860000,50000,5,1
695.250000,-139.050000,60000,5,4
131.700000,-65.850000,70000,2,2
901.150000,-180.230000,60000,5,5
145.900000,-48.633333,70000,3,1
349.600000,-69.920000,60000,5,2
113.000000,-56.500000,70000,2,0
473.450000,-236.725000,70000,2,6
957.250000,-239.312500,60000,4,9
130.900000,-130.900000,90000,1,2
347.250000,-347.250000,80000,1,8
292.700000,-97.566667,60000,3,3
448.600000,-149.533333,70000,3,4
166.350000,-55.450000,70000,3,2
226.450000,-226.450000,90000,1,5
977.800000,-195.560000,60000,5,7
965.850000,-193.170000,60000,5,6
1476.700000,-246.116667,60000,6,9
71.350000,-17.837500,60000,4,-1
345.400000,-172.700000,80000,2,4
455.300000,-75.883333,60000,6,-1
1275.400000,-255.080000,60000,5,8
439.700000,-439.700000,90000,1,9
654.000000,-163.500000,70000,4,5
1091.100000,-181.850000,60000,6,7
1872.000000,-267.428571,60000,7,9
35.700000,-11.900000,70000,3,-1
192.250000,-192.250000,90000,1,4
125.500000,-125.500000,80000,1,3
78.650000,-78.650000,80000,1,0
635.600000,-211.866667,80000,3,6
1055.400000,-351.800000,80000,3,8
57.200000,-14.300000,70000,4,1
331.800000,-331.800000,90000,1,7
623.550000,-311.775000,80000,2,7
203.300000,-40.660000,60000,5,-1
259.300000,-259.300000,90000,1,6
346.650000,-173.325000,80000,2,3
801.850000,-400.925000,80000,2,9
147.300000,-49.100000,70000,3,0
85.700000,-42.850000,80000,2,-1
570.800000,-285.400000,80000,2,8
197.400000,-28.200000,60000,7,1
1418.150000,-236.358333,60000,6,8
985.000000,-140.714286,60000,7,5
349.000000,-69.800000,60000,5,3
1539.000000,-219.857143,60000,7,6
412.750000,-58.964286,60000,7,2
37.950000,-37.950000,90000,1,-1
1023.000000,-146.142857,60000,7,4
471.250000,-235.625000,90000,2,5
1032.750000,-172.125000,60000,6,6
1322.700000,-264.540000,60000,5,9
1605.950000,-229.421429,60000,7,7
723.200000,-241.066667,70000,3,7
94.400000,-47.200000,80000,2,1
655.100000,-218.366667,80000,3,5
617.050000,-102.841667,60000,6,2
841.650000,-140.275000,60000,6,4
10.850000,-10.850000,90000,1,1
498.900000,-83.150000,60000,6,3
987.750000,-164.625000,60000,6,5
1073.600000,-268.400000,70000,4,7
1122.850000,-374.283333,80000,3,9
200.250000,-50.062500,70000,4,0
144.200000,-144.200000,100000,1,2
234.450000,-234.450000,100000,1,5
174.050000,-29.008333,60000,6,1
173.600000,-86.800000,80000,2,2
1039.150000,-207.830000,70000,5,5
850.900000,-212.725000,70000,4,6
175.950000,-25.135714,60000,7,0
476.900000,-68.128571,60000,7,-1
1060.700000,-265.175000,70000,4,8
480.000000,-480.000000,100000,1,9
843.650000,-168.730000,70000,5,4
831.000000,-118.714286,60000,7,3
393.300000,-78.660000,70000,5,2
1522.250000,-217.464286,60000,7,8
390.300000,-390.300000,90000,1,8
484.750000,-121.187500,70000,4,4
193.900000,-64.633333,80000,3,1
419.000000,-104.750000,70000,4,3
531.950000,-265.975000,80000,2,6
356.600000,-59.433333,60000,6,0
337.450000,-112.483333,70000,3,3
214.550000,-42.910000,70000,5,0
519.650000,-173.216667,80000,3,4
150.150000,-30.030000,60000,5,1
134.500000,-67.250000,80000,2,0
292.350000,-73.087500,70000,4,2
227.650000,-75.883333,80000,3,2
131.500000,-131.500000,90000,1,3
373.300000,-373.300000,100000,1,7
719.900000,-179.975000,80000,4,5
2185.000000,-312.142857,70000,7,9
211.350000,-211.350000,100000,1,4
297.750000,-297.750000,100000,1,6
644.050000,-322.025000,90000,2,8
1176.800000,-392.266667,90000,3,8
1160.950000,-232.190000,70000,5,7
